Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Texts,References,Correspondence Address,Editors,Publisher,Sponsors,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
Ibrahim K.; Martins N.; Queiroz E.,Ibrahim K. (59582730523); Martins N. (59003342394); Queiroz E. (60153646918),59582730523; 59003342394; 60153646918,Evaluating greenhouse climate control performance under temperate conditions (case 81),2023,Environmental Monitoring and Assessment,41,12,,37,318,13,10.9999/synthetic.2023.1080,https://doi.org/10.9999/synthetic.2023.1080,"Department of Agricultural Engineering, Example University, Example City, Country","Ibrahim K., Department of Agricultural Engineering, Example University; Martins N., Department of Agricultural Engineering, Example University; Queiroz E., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining machine learning classifiers with field trials to assess feasibility and performance. Results indicate measurable improvements in resource use efficiency compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",energy efficiency; greenhouse automation; microclimate modeling,energy efficiency; greenhouse automation; microclimate modeling,,,,,,,"Pereira H., Int J Agric Eng, 73, (2016); Henriques B., Int J Agric Eng, 3, (2020); Oliveira E., Journal of Applied Sciences, 340, (2006); Gomes J., Comput Electron Agric, 166, (2014); Klein P., Comput Electron Agric, 39, (2011); Nakamura N., Journal of Applied Sciences, 379, (2015); Teixeira R., Journal of Applied Sciences, 6, (2020); Junqueira O., Int J Agric Eng, 222, (2012)","Ibrahim K.; Department of Agricultural Engineering, Example University; email: example80@example.edu",,Elsevier Ltd,,,,,,87686301,,,,English,Environmental Monitoring and Assessment,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100080
Costa G.,Costa G. (56081586423),56081586423,A low-cost approach to drone-based field surveying using sensor fusion (case 82),2023,Journal of Cleaner Production,56,7,,235,311,12,10.9999/synthetic.2023.1081,https://doi.org/10.9999/synthetic.2023.1081,"Department of Agricultural Engineering, Example University, Example City, Country","Costa G., Department of Agricultural Engineering, Example University","This study investigates drone-based field surveying in the context of modern agricultural production systems. We propose a methodology combining machine learning classifiers with historical datasets to assess feasibility and performance. Results indicate measurable improvements in yield stability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on drone-based field surveying and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",canopy segmentation; multispectral sensing; NDVI,canopy segmentation; multispectral sensing; NDVI,,,,,,,"Henriques B., Journal of Applied Sciences, 298, (2015); Esteves P., Journal of Applied Sciences, 199, (2009); Silva K., Comput Electron Agric, 87, (2024); Teixeira R., Comput Electron Agric, 311, (2019); Queiroz E., Journal of Applied Sciences, 9, (2023); Teixeira R., Int J Agric Eng, 10, (2012)","Costa G.; Department of Agricultural Engineering, Example University; email: example81@example.edu",,MDPI,,,,,,77566212,,,,English,Journal of Cleaner Production,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100081
Martins N.; Gomes J.; Lopes Q.; Costa G.,Martins N. (59003342394); Gomes J. (57461347176); Lopes Q. (56714797475); Costa G. (56081586423),59003342394; 57461347176; 56714797475; 56081586423,Performance evaluation of a water quality assessment system (case 83),2020,Smart Agricultural Technology,42,,,2,320,5,10.9999/synthetic.2020.1082,https://doi.org/10.9999/synthetic.2020.1082,"Department of Agricultural Engineering, Example University, Example City, Country","Martins N., Department of Agricultural Engineering, Example University; Gomes J., Department of Agricultural Engineering, Example University; Lopes Q., Department of Agricultural Engineering, Example University; Costa G., Department of Agricultural Engineering, Example University","This study investigates water quality assessment in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with historical datasets to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on water quality assessment and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",groundwater monitoring; sensor calibration; water quality index,groundwater monitoring; sensor calibration; water quality index,,,,,,,"Duarte D., Comput Electron Agric, 43, (2022); Junqueira O., Journal of Applied Sciences, 261, (2017); Barros D., Comput Electron Agric, 181, (2008); Henriques K., Int J Agric Eng, 113, (2010); Teixeira R., Comput Electron Agric, 314, (2023)","Martins N.; Department of Agricultural Engineering, Example University; email: example82@example.edu",,MDPI,,,,,,90524818,,,,English,Smart Agricultural Technology,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100082
Nakamura Q.,Nakamura Q. (59311319956),59311319956,Towards sustainable drone-based field surveying: a systematic study (case 84),2019,Sensors,23,3,,292,307,19,10.9999/synthetic.2019.1083,https://doi.org/10.9999/synthetic.2019.1083,"Department of Agricultural Engineering, Example University, Example City, Country","Nakamura Q., Department of Agricultural Engineering, Example University","This study investigates drone-based field surveying in the context of modern agricultural production systems. We propose a methodology combining machine learning classifiers with greenhouse experiments to assess feasibility and performance. Results indicate measurable improvements in yield stability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on drone-based field surveying and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",canopy segmentation; photogrammetry; multispectral sensing,canopy segmentation; photogrammetry; multispectral sensing,,,,,,,"Gomes J., Int J Agric Eng, 223, (2018); Costa G., Int J Agric Eng, 188, (2007); Queiroz E., Comput Electron Agric, 333, (2022); Oliveira S., Int J Agric Eng, 370, (2010); Henriques K., Int J Agric Eng, 326, (2016)","Nakamura Q.; Department of Agricultural Engineering, Example University; email: example83@example.edu",,IEEE,,,,,,98118592,,,,English,Sensors,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100083
Pereira M.; Lopes Q.; Henriques B.; Duarte D.,Pereira M. (59724448500); Lopes Q. (56714797475); Henriques B. (59979002917); Duarte D. (60243775706),59724448500; 56714797475; 59979002917; 60243775706,A scalable approach to precision irrigation using sensor fusion (case 85),2022,Biosystems Engineering,24,,,24,318,20,10.9999/synthetic.2022.1084,https://doi.org/10.9999/synthetic.2022.1084,"Department of Agricultural Engineering, Example University, Example City, Country","Pereira M., Department of Agricultural Engineering, Example University; Lopes Q., Department of Agricultural Engineering, Example University; Henriques B., Department of Agricultural Engineering, Example University; Duarte D., Department of Agricultural Engineering, Example University","This study investigates precision irrigation in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with field trials to assess feasibility and performance. Results indicate measurable improvements in data collection reliability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on precision irrigation and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",soil moisture sensors; tensiometry; irrigation scheduling,soil moisture sensors; tensiometry; irrigation scheduling,,,,,,,"Silva K., Comput Electron Agric, 129, (2014); Martins D., Journal of Applied Sciences, 181, (2012); Ibrahim K., Journal of Applied Sciences, 26, (2020); Oliveira E., Journal of Applied Sciences, 239, (2017); Martins N., Journal of Applied Sciences, 279, (2015); Duarte D., Int J Agric Eng, 17, (2005)","Pereira M.; Department of Agricultural Engineering, Example University; email: example84@example.edu",,Wiley,,,,,,49663360,,,,English,Biosystems Engineering,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100084
Nakamura N.; Gomes J.,Nakamura N. (58464912100); Gomes J. (57461347176),58464912100; 57461347176,Evaluating water quality assessment performance under semi-arid conditions (case 86),2021,Smart Agricultural Technology,33,11,,238,308,18,10.9999/synthetic.2021.1085,https://doi.org/10.9999/synthetic.2021.1085,"Department of Agricultural Engineering, Example University, Example City, Country","Nakamura N., Department of Agricultural Engineering, Example University; Gomes J., Department of Agricultural Engineering, Example University","This study investigates water quality assessment in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with field trials to assess feasibility and performance. Results indicate measurable improvements in resource use efficiency compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on water quality assessment and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",eutrophication; groundwater monitoring; nitrate leaching,eutrophication; groundwater monitoring; nitrate leaching,,,,,,,"Pereira O., Int J Agric Eng, 374, (2021); Duarte D., Comput Electron Agric, 14, (2007); Henriques B., Int J Agric Eng, 37, (2015); Martins N., Journal of Applied Sciences, 184, (2020); Henriques K., Comput Electron Agric, 335, (2007); Teixeira R., Comput Electron Agric, 170, (2012); Pereira H., Int J Agric Eng, 265, (2019)","Nakamura N.; Department of Agricultural Engineering, Example University; email: example85@example.edu",,IEEE,,,,,,89328762,,,,English,Smart Agricultural Technology,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100085
Oliveira E.; Nakamura Q.; Barros D.,Oliveira E. (59282635293); Nakamura Q. (59311319956); Barros D. (58447968578),59282635293; 59311319956; 58447968578,Cost-benefit analysis of a greenhouse climate control system (case 87),2025,Smart Agricultural Technology,52,,,90,312,2,10.9999/synthetic.2025.1086,https://doi.org/10.9999/synthetic.2025.1086,"Department of Agricultural Engineering, Example University, Example City, Country","Oliveira E., Department of Agricultural Engineering, Example University; Nakamura Q., Department of Agricultural Engineering, Example University; Barros D., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining machine learning classifiers with historical datasets to assess feasibility and performance. Results indicate measurable improvements in yield stability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",actuator control; thermal comfort; greenhouse automation,actuator control; thermal comfort; greenhouse automation,,,,,,,"Esteves P., Journal of Applied Sciences, 381, (2024); Nakamura Q., Comput Electron Agric, 358, (2008); Martins D., Comput Electron Agric, 249, (2008); Esteves P., Comput Electron Agric, 39, (2019); Gomes J., Journal of Applied Sciences, 108, (2014); Oliveira S., Journal of Applied Sciences, 188, (2009); Pereira H., Comput Electron Agric, 257, (2017)","Oliveira E.; Department of Agricultural Engineering, Example University; email: example86@example.edu",,Elsevier Ltd,,,,,,97805437,,,,English,Smart Agricultural Technology,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100086
Pereira M.,Pereira M. (59724448500),59724448500,A field-tested approach to IoT crop monitoring using cloud computing (case 88),2018,Sensors,22,10,,20,318,9,10.9999/synthetic.2018.1087,https://doi.org/10.9999/synthetic.2018.1087,"Department of Agricultural Engineering, Example University, Example City, Country","Pereira M., Department of Agricultural Engineering, Example University","This study investigates IoT crop monitoring in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with field trials to assess feasibility and performance. Results indicate measurable improvements in data collection reliability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on IoT crop monitoring and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",edge computing; Internet of Things; LoRaWAN,edge computing; Internet of Things; LoRaWAN,,,,,,,"Queiroz E., Journal of Applied Sciences, 181, (2011); Martins N., Comput Electron Agric, 124, (2014); Nakamura Q., Comput Electron Agric, 15, (2016); Pereira H., Journal of Applied Sciences, 245, (2017); Nakamura N., Int J Agric Eng, 153, (2013); Lopes Q., Journal of Applied Sciences, 68, (2005); Barros S., Int J Agric Eng, 170, (2019); Pereira H., Comput Electron Agric, 126, (2018)","Pereira M.; Department of Agricultural Engineering, Example University; email: example87@example.edu",,MDPI,,,,,,97263798,,,,English,Sensors,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100087
Henriques K.,Henriques K. (59581770218),59581770218,Towards sustainable greenhouse climate control: a systematic study (case 89),2025,Precision Agriculture,59,1,,78,320,11,10.9999/synthetic.2025.1088,https://doi.org/10.9999/synthetic.2025.1088,"Department of Agricultural Engineering, Example University, Example City, Country","Henriques K., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with greenhouse experiments to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",microclimate modeling; thermal comfort; greenhouse automation,microclimate modeling; thermal comfort; greenhouse automation,,,,,,,"Nakamura N., Journal of Applied Sciences, 123, (2014); Gomes F., Comput Electron Agric, 371, (2019); Junqueira O., Journal of Applied Sciences, 268, (2013); Silva K., Journal of Applied Sciences, 276, (2015); Silva K., Comput Electron Agric, 240, (2012); Esteves T., Comput Electron Agric, 301, (2019); Ibrahim K., Comput Electron Agric, 146, (2005)","Henriques K.; Department of Agricultural Engineering, Example University; email: example88@example.edu",,Springer Nature,,,,,,19959926,,,,English,Precision Agriculture,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100088
Henriques O.; Lopes Q.; Barros S.,Henriques O. (60494014838); Lopes Q. (56714797475); Barros S. (58016898259),60494014838; 56714797475; 58016898259,Field deployment of a greenhouse climate control system (case 90),2022,Precision Agriculture,14,1,,184,314,10,10.9999/synthetic.2022.1089,https://doi.org/10.9999/synthetic.2022.1089,"Department of Agricultural Engineering, Example University, Example City, Country","Henriques O., Department of Agricultural Engineering, Example University; Lopes Q., Department of Agricultural Engineering, Example University; Barros S., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with simulation to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",greenhouse automation; energy efficiency; microclimate modeling,greenhouse automation; energy efficiency; microclimate modeling,,,,,,,"Gomes F., Int J Agric Eng, 3, (2020); Henriques B., Int J Agric Eng, 278, (2021); Oliveira S., Comput Electron Agric, 235, (2016)","Henriques O.; Department of Agricultural Engineering, Example University; email: example89@example.edu",,Wiley,,,,,,27947562,,,,English,Precision Agriculture,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100089
Martins D.; Gomes J.; Henriques K.; Henriques B.,Martins D. (58897906438); Gomes J. (57461347176); Henriques K. (59581770218); Henriques B. (59979002917),58897906438; 57461347176; 59581770218; 59979002917,Towards sustainable IoT crop monitoring: a systematic study (case 91),2022,Sensors,6,7,,182,316,9,10.9999/synthetic.2022.1090,https://doi.org/10.9999/synthetic.2022.1090,"Department of Agricultural Engineering, Example University, Example City, Country","Martins D., Department of Agricultural Engineering, Example University; Gomes J., Department of Agricultural Engineering, Example University; Henriques K., Department of Agricultural Engineering, Example University; Henriques B., Department of Agricultural Engineering, Example University","This study investigates IoT crop monitoring in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with historical datasets to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on IoT crop monitoring and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",Internet of Things; edge computing; LoRaWAN,Internet of Things; edge computing; LoRaWAN,,,,,,,"Pereira M., Comput Electron Agric, 55, (2022); Henriques O., Journal of Applied Sciences, 255, (2014); Silva K., Int J Agric Eng, 59, (2005); Gomes J., Int J Agric Eng, 58, (2013); Queiroz E., Comput Electron Agric, 294, (2023); Duarte D., Int J Agric Eng, 160, (2010)","Martins D.; Department of Agricultural Engineering, Example University; email: example90@example.edu",,MDPI,,,,,,72386250,,,,English,Sensors,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100090
Ibrahim K.; Nakamura Q.; Esteves P.,Ibrahim K. (59582730523); Nakamura Q. (59311319956); Esteves P. (60578623402),59582730523; 59311319956; 60578623402,Field deployment of a machine learning yield prediction system (case 92),2020,Precision Agriculture,39,12,,237,301,111,10.9999/synthetic.2020.1091,https://doi.org/10.9999/synthetic.2020.1091,"Department of Agricultural Engineering, Example University, Example City, Country","Ibrahim K., Department of Agricultural Engineering, Example University; Nakamura Q., Department of Agricultural Engineering, Example University; Esteves P., Department of Agricultural Engineering, Example University","This study investigates machine learning yield prediction in the context of modern agricultural production systems. We propose a methodology combining statistical models with field trials to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on machine learning yield prediction and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",feature selection; random forest; yield forecasting,feature selection; random forest; yield forecasting,,,,,,,"Klein P., Int J Agric Eng, 206, (2015); Esteves T., Journal of Applied Sciences, 375, (2009); Klein P., Comput Electron Agric, 362, (2023); Esteves G., Int J Agric Eng, 349, (2022); Lopes Q., Comput Electron Agric, 98, (2007); Pereira H., Int J Agric Eng, 288, (2012); Martins N., Int J Agric Eng, 389, (2011)","Ibrahim K.; Department of Agricultural Engineering, Example University; email: example91@example.edu",,IEEE,,,,,,10609988,,,,English,Precision Agriculture,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100091
Nakamura Q.; Gomes F.; Teixeira R.,Nakamura Q. (59311319956); Gomes F. (59994691462); Teixeira R. (59016594137),59311319956; 59994691462; 59016594137,A low-cost approach to machine learning yield prediction using statistical modeling (case 93),2018,Agricultural Water Management,36,,,143,306,0,10.9999/synthetic.2018.1092,https://doi.org/10.9999/synthetic.2018.1092,"Department of Agricultural Engineering, Example University, Example City, Country","Nakamura Q., Department of Agricultural Engineering, Example University; Gomes F., Department of Agricultural Engineering, Example University; Teixeira R., Department of Agricultural Engineering, Example University","This study investigates machine learning yield prediction in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with simulation to assess feasibility and performance. Results indicate measurable improvements in yield stability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on machine learning yield prediction and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",deep learning; yield forecasting; feature selection,deep learning; yield forecasting; feature selection,,,,,,,"Martins D., Comput Electron Agric, 365, (2008); Henriques O., Int J Agric Eng, 123, (2008); Junqueira O., Comput Electron Agric, 50, (2008); Henriques B., Comput Electron Agric, 319, (2008); Teixeira R., Int J Agric Eng, 23, (2007); Esteves G., Journal of Applied Sciences, 46, (2015)","Nakamura Q.; Department of Agricultural Engineering, Example University; email: example92@example.edu",,IEEE,,,,,,80968775,,,,English,Agricultural Water Management,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100092
Costa G.; Henriques B.,Costa G. (56081586423); Henriques B. (59979002917),56081586423; 59979002917,Cost-benefit analysis of a precision irrigation system (case 94),2018,Environmental Monitoring and Assessment,28,,,106,317,1,10.9999/synthetic.2018.1093,https://doi.org/10.9999/synthetic.2018.1093,"Department of Agricultural Engineering, Example University, Example City, Country","Costa G., Department of Agricultural Engineering, Example University; Henriques B., Department of Agricultural Engineering, Example University","This study investigates precision irrigation in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with greenhouse experiments to assess feasibility and performance. Results indicate measurable improvements in resource use efficiency compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on precision irrigation and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",deficit irrigation; soil moisture sensors; tensiometry,deficit irrigation; soil moisture sensors; tensiometry,,,,,,,"Junqueira Q., Int J Agric Eng, 378, (2009); Oliveira S., Journal of Applied Sciences, 399, (2022); Nakamura N., Int J Agric Eng, 296, (2022); Gomes F., Journal of Applied Sciences, 94, (2020); Costa G., Comput Electron Agric, 61, (2023); Henriques O., Journal of Applied Sciences, 167, (2006); Martins D., Journal of Applied Sciences, 252, (2016)","Costa G.; Department of Agricultural Engineering, Example University; email: example93@example.edu",,Springer Nature,,,,,,64284003,,,,English,Environmental Monitoring and Assessment,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100093
Esteves G.,Esteves G. (56981988764),56981988764,Design and validation of a IoT crop monitoring system (case 95),2025,Journal of Cleaner Production,57,,,69,309,15,10.9999/synthetic.2025.1094,https://doi.org/10.9999/synthetic.2025.1094,"Department of Agricultural Engineering, Example University, Example City, Country","Esteves G., Department of Agricultural Engineering, Example University","This study investigates IoT crop monitoring in the context of modern agricultural production systems. We propose a methodology combining statistical models with simulation to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on IoT crop monitoring and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",Internet of Things; edge computing; smart agriculture,Internet of Things; edge computing; smart agriculture,,,,,,,"Martins D., Comput Electron Agric, 39, (2011); Martins N., Comput Electron Agric, 206, (2011); Barros D., Int J Agric Eng, 195, (2011); Queiroz E., Journal of Applied Sciences, 76, (2006); Queiroz Q., Comput Electron Agric, 223, (2017); Gomes F., Comput Electron Agric, 90, (2010); Teixeira R., Journal of Applied Sciences, 231, (2022); Lopes Q., Int J Agric Eng, 342, (2013)","Esteves G.; Department of Agricultural Engineering, Example University; email: example94@example.edu",,IEEE,,,,,,41990626,,,,English,Journal of Cleaner Production,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100094
Henriques O.; Junqueira Q.,Henriques O. (60494014838); Junqueira Q. (56239340466),60494014838; 56239340466,A field-tested approach to greenhouse climate control using embedded systems (case 96),2020,Journal of Cleaner Production,38,,,282,311,6,10.9999/synthetic.2020.1095,https://doi.org/10.9999/synthetic.2020.1095,"Department of Agricultural Engineering, Example University, Example City, Country","Henriques O., Department of Agricultural Engineering, Example University; Junqueira Q., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with greenhouse experiments to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",actuator control; microclimate modeling; greenhouse automation,actuator control; microclimate modeling; greenhouse automation,,,,,,,"Henriques O., Comput Electron Agric, 40, (2011); Martins D., Comput Electron Agric, 105, (2008); Henriques B., Comput Electron Agric, 47, (2015); Costa G., Comput Electron Agric, 105, (2024); Nakamura Q., Journal of Applied Sciences, 99, (2017); Costa G., Comput Electron Agric, 272, (2007)","Henriques O.; Department of Agricultural Engineering, Example University; email: example95@example.edu",,Springer Nature,,,,,,60776936,,,,English,Journal of Cleaner Production,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100095
Costa G.; Gomes J.; Nakamura Q.; Duarte D.,Costa G. (56081586423); Gomes J. (57461347176); Nakamura Q. (59311319956); Duarte D. (60243775706),56081586423; 57461347176; 59311319956; 60243775706,A data-driven approach to precision irrigation using open-source hardware (case 97),2023,Biosystems Engineering,38,,,147,319,80,10.9999/synthetic.2023.1096,https://doi.org/10.9999/synthetic.2023.1096,"Department of Agricultural Engineering, Example University, Example City, Country","Costa G., Department of Agricultural Engineering, Example University; Gomes J., Department of Agricultural Engineering, Example University; Nakamura Q., Department of Agricultural Engineering, Example University; Duarte D., Department of Agricultural Engineering, Example University","This study investigates precision irrigation in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with historical datasets to assess feasibility and performance. Results indicate measurable improvements in data collection reliability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on precision irrigation and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",deficit irrigation; tensiometry; soil moisture sensors,deficit irrigation; tensiometry; soil moisture sensors,,,,,,,"Costa G., Int J Agric Eng, 266, (2015); Queiroz E., Comput Electron Agric, 58, (2011); Pereira M., Comput Electron Agric, 25, (2023); Oliveira S., Int J Agric Eng, 286, (2013); Lopes Q., Comput Electron Agric, 374, (2019); Klein P., Int J Agric Eng, 346, (2024); Ibrahim K., Journal of Applied Sciences, 338, (2023)","Costa G.; Department of Agricultural Engineering, Example University; email: example96@example.edu",,IEEE,,,,,,85448006,,,,English,Biosystems Engineering,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100096
Gomes J.; Ibrahim K.; Pereira O.,Gomes J. (57461347176); Ibrahim K. (59582730523); Pereira O. (57628608159),57461347176; 59582730523; 57628608159,A field-tested approach to water quality assessment using open-source hardware (case 98),2018,Computers and Electronics in Agriculture,19,4,,142,312,2,10.9999/synthetic.2018.1097,https://doi.org/10.9999/synthetic.2018.1097,"Department of Agricultural Engineering, Example University, Example City, Country","Gomes J., Department of Agricultural Engineering, Example University; Ibrahim K., Department of Agricultural Engineering, Example University; Pereira O., Department of Agricultural Engineering, Example University","This study investigates water quality assessment in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with simulation to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on water quality assessment and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",eutrophication; nitrate leaching; sensor calibration,eutrophication; nitrate leaching; sensor calibration,,,,,,,"Junqueira O., Journal of Applied Sciences, 329, (2009); Klein P., Comput Electron Agric, 196, (2019); Esteves P., Journal of Applied Sciences, 55, (2005); Henriques O., Journal of Applied Sciences, 68, (2018); Barros D., Journal of Applied Sciences, 33, (2021); Barros S., Comput Electron Agric, 292, (2010); Nakamura Q., Journal of Applied Sciences, 346, (2020)","Gomes J.; Department of Agricultural Engineering, Example University; email: example97@example.edu",,Wiley,,,,,,76841726,,,,English,Computers and Electronics in Agriculture,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100097
Duarte D.,Duarte D. (60243775706),60243775706,Evaluating precision irrigation performance under temperate conditions (case 99),2022,Smart Agricultural Technology,13,4,,32,313,115,10.9999/synthetic.2022.1098,https://doi.org/10.9999/synthetic.2022.1098,"Department of Agricultural Engineering, Example University, Example City, Country","Duarte D., Department of Agricultural Engineering, Example University","This study investigates precision irrigation in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with simulation to assess feasibility and performance. Results indicate measurable improvements in yield stability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on precision irrigation and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",water use efficiency; soil moisture sensors; deficit irrigation,water use efficiency; soil moisture sensors; deficit irrigation,,,,,,,"Lopes Q., Journal of Applied Sciences, 205, (2024); Nakamura Q., Comput Electron Agric, 182, (2021); Barros S., Journal of Applied Sciences, 125, (2007)","Duarte D.; Department of Agricultural Engineering, Example University; email: example98@example.edu",,Springer Nature,,,,,,17176320,,,,English,Smart Agricultural Technology,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100098
Gomes F.,Gomes F. (59994691462),59994691462,Towards sustainable precision irrigation: a comparative study (case 100),2021,Precision Agriculture,11,1,,9,301,12,10.9999/synthetic.2021.1099,https://doi.org/10.9999/synthetic.2021.1099,"Department of Agricultural Engineering, Example University, Example City, Country","Gomes F., Department of Agricultural Engineering, Example University","This study investigates precision irrigation in the context of modern agricultural production systems. We propose a methodology combining statistical models with field trials to assess feasibility and performance. Results indicate measurable improvements in data collection reliability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on precision irrigation and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",irrigation scheduling; soil moisture sensors; tensiometry,irrigation scheduling; soil moisture sensors; tensiometry,,,,,,,"Gomes J., Journal of Applied Sciences, 136, (2011); Junqueira Q., Int J Agric Eng, 398, (2016); Gomes F., Int J Agric Eng, 42, (2008); Nakamura N., Journal of Applied Sciences, 146, (2021); Barros D., Comput Electron Agric, 25, (2019); Martins N., Journal of Applied Sciences, 202, (2013); Martins N., Journal of Applied Sciences, 223, (2012); Ibrahim K., Journal of Applied Sciences, 307, (2008)","Gomes F.; Department of Agricultural Engineering, Example University; email: example99@example.edu",,IEEE,,,,,,21691247,,,,English,Precision Agriculture,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100099
